,created_at,tweet_id,Location,tweet_text,screen_name,name,account_creation_date,urls,Likes,Retweet,label,final_tweet
1722,2021-03-09 10:02:41,1369227130068856835,she/her - 14 ›,"['@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",lovesicung,uyo,Thu Jun 25 14:15:28 +0000 2020,[],0,1,0,"['chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1724,2021-03-09 10:02:33,1369227097223294979,fllsn's heart•.¸♡ ,"['rt', '@', 'hyuckuoise', ':', 'haechan', 'with', 'adidas', 'with', 'adidas', ',', 'haechan', 'looks', 'like', 'a', 'sports', 'athlete', 'ㅠㅠ', '💛', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', 'h…']",Bestunje,sasa ฅ'ω'ฅ,Fri May 17 07:39:58 +0000 2019,[],0,6,0,"['rt', 'hyuckuoise', 'haechan', 'adidas', 'adidas', 'haechan', 'look', 'like', 'sport', 'athlete', 'ㅠㅠ', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬']"
1725,2021-03-09 10:02:30,1369227085613588485,Bad Vibes Forever ,"['@', '_invinciblefred', '@', 'bukayosaka87', '@', 'nbfootball', 'just', 'waiting', 'on', 'that', 'martinelli', 'x', 'adidas', 'announcement', '🤝', '🥶']",Traymani,Kayvon-Tremani,Tue Aug 11 00:16:05 +0000 2020,[],12,0,0,"['nbfootball', 'wait', 'martinelli', 'x', 'adidas', 'announcement']"
1726,2021-03-09 10:02:26,1369227067288526848,🚶🏻‍♀️,"['@', 'jaaslm', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127', 'haechan', 'with', 'adidas', '#', 'haechanxadidas…', 'https', ':', '//t.co/dnb8r5ij3j']",MLEEHC66,sًeli,Thu Dec 10 00:43:23 +0000 2020,"[{'url': 'https://t.co/DNB8r5IJ3j', 'expanded_url': 'https://twitter.com/i/web/status/1369227067288526848', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [102, 125]}]",1,1,0,"['jaaslm', 'adidaskorea', 'nctsmtown', 'haechan', 'adidas', 'http']"
1728,2021-03-09 10:02:22,1369227051832545285,she/her | solo stan ,"['@', 'lovesicung', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",spearlieessun,⁶⁶miya 🍊 kinda ia,Fri Aug 14 12:42:48 +0000 2020,[],0,0,0,"['lovesicung', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1729,2021-03-09 10:02:22,1369227050549080065,she!her | 04z,"['haechan', 'with', 'adidas', 'he', 'looks', 'very', 'comfortable', 'when', 'wearing', 'adidas', ',', 'that', ""'s"", 'why', 'he', 'often', 'wears', 'adidas', 'wherever', 'he', 'g…', 'https', ':', '//t.co/oiumxgcmql']",lhccnie,ً mutia kangen haechan bgt,Wed Oct 21 04:56:25 +0000 2020,"[{'url': 'https://t.co/oIuMxgCMQl', 'expanded_url': 'https://twitter.com/i/web/status/1369227050549080065', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",3,0,1,"['haechan', 'adidas', 'look', 'comfortable', 'wear', 'adidas', 'often', 'wear', 'adidas', 'wherever', 'http']"
1730,2021-03-09 10:02:22,1369227050544992260,"Ibadan, Nigeria","['*', 'adidas', 'ozweego', 'grey', 'three…', 'https', ':', '//t.co/zzybxmr314']",Wears_matters,D_humbleman,Tue Oct 11 12:51:39 +0000 2011,"[{'url': 'https://t.co/zzYBxmR314', 'expanded_url': 'https://twitter.com/i/web/status/1369227050544992260', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [28, 51]}]",1,2,-1,"['adidas', 'ozweego', 'grey', 'http']"
1732,2021-03-09 10:02:17,1369227029007065090,she/her | uchinaga aeri ♥,"['rt', '@', 'hyuckuoise', ':', 'haechan', 'with', 'adidas', 'with', 'adidas', ',', 'haechan', 'looks', 'like', 'a', 'sports', 'athlete', 'ㅠㅠ', '💛', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', 'h…']",sunflowaahh,A☀️ NSD📌,Mon Nov 02 14:53:14 +0000 2020,[],0,6,0,"['rt', 'hyuckuoise', 'haechan', 'adidas', 'adidas', 'haechan', 'look', 'like', 'sport', 'athlete', 'ㅠㅠ', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬']"
1735,2021-03-09 10:02:07,1369226987479306243,kuyboy🍑,"['rt', '@', 'jaaslm', ':', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127', 'https…']",flowssun,ala,Mon Sep 28 11:55:15 +0000 2020,[],0,1,0,"['rt', 'jaaslm', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1736,2021-03-09 10:02:03,1369226972832755717,kuyboy🍑,"['rt', '@', 'haechanthepoem', ':', 'haechan', 'with', 'adidas', ""''"", 'haechan', 'is', 'a', 'loyal', 'user', 'of', 'the', 'adidas', 'brand', '.', ""''"", '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adi…']",flowssun,ala,Mon Sep 28 11:55:15 +0000 2020,[],0,5,1,"['rt', 'haechanthepoem', 'haechan', 'adidas', 'haechan', 'loyal', 'user', 'adidas', 'brand', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬']"
1737,2021-03-09 10:01:54,1369226934803001344,SHE ⋆ HER!¡ ,"['@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",holopage,◡̈ reSa !? somi day,Tue Jun 23 08:49:13 +0000 2020,[],0,1,0,"['chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1741,2021-03-09 10:01:43,1369226886467887108,NeoCultureTechnology♡ INFJ-A,"['haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",Sunflowerfullsu,•.¸⋆°𝒱𝒾𝑒𝓈 °⋆¸.•,Wed Nov 07 01:49:12 +0000 2018,[],0,0,0,"['haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1742,2021-03-09 10:01:40,1369226874208083968,"Mbarara, Uganda","['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",mukingaemma,Mbarara Cityborn ☂️🐂🇺🇬♥️,Thu Sep 17 11:35:53 +0000 2020,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1743,2021-03-09 10:01:37,1369226861801316358,Hamburg - Worldwide,"['adidas', 'originals', 'superstar', 'mule', '(', 'white', '/', 'black', ')', '/', 'eu', '38', '-', '47', '1/4', '/', '€89,90', '|', 'https', ':', '//t.co/p2grzqryhw', 'keep', 'it', 'casual…', 'https', ':', '//t.co/0h24vqj2ns']",allike,Allike Store,Wed Dec 17 15:24:48 +0000 2008,"[{'url': 'https://t.co/p2gRZQrYHw', 'expanded_url': 'http://www.allike.store/m3u', 'display_url': 'allike.store/m3u', 'indices': [76, 99]}, {'url': 'https://t.co/0H24vQJ2NS', 'expanded_url': 'https://twitter.com/i/web/status/1369226861801316358', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,0,-1,"['adidas', 'original', 'superstar', 'mule', 'white', 'black', 'eu', 'http', 'keep', 'http']"
1744,2021-03-09 10:01:36,1369226855861997572,ceo of ternak lele,"['rt', '@', 'spearlieessun', ':', '@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', '…']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,1,0,"['rt', 'spearlieessun', 'chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1745,2021-03-09 10:01:33,1369226845426651143,ceo of ternak lele,"['rt', '@', 'hyucksdonut', ':', '@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_drea…']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,1,0,"['rt', 'hyucksdonut', 'chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1747,2021-03-09 10:01:30,1369226832969568259,ceo of ternak lele,"['rt', '@', 'leehcrjn', ':', '@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsm…']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,1,0,"['rt', 'leehcrjn', 'chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1748,2021-03-09 10:01:24,1369226807770112000,she/her - 14 ›,"['@', 'chocookey', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",lovesicung,uyo,Thu Jun 25 14:15:28 +0000 2020,[],0,0,0,"['chocookey', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1749,2021-03-09 10:01:00,1369226704619671552,she/her - 14 ›,"['@', 'crayonshinshi', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",lovesicung,uyo,Thu Jun 25 14:15:28 +0000 2020,[],0,0,0,"['crayonshinshi', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1750,2021-03-09 10:00:51,1369226668133392384,selective,"['@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",leehcrjn,moonie,Sat Feb 20 08:07:26 +0000 2021,[],0,1,0,"['chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1751,2021-03-09 10:00:46,1369226647157624833,she/her | solo stan ,"['@', 'mocnwaik', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",spearlieessun,⁶⁶miya 🍊 kinda ia,Fri Aug 14 12:42:48 +0000 2020,[],0,1,0,"['mocnwaik', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1752,2021-03-09 10:00:42,1369226631118684160,💚🌻🦋,"['@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",hyucksdonut,dreamies udah cb belom? ♡,Mon Jun 24 09:31:01 +0000 2019,[],0,1,0,"['chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1754,2021-03-09 10:00:36,1369226604082163713,selective,"['rt', '@', 'chanofsun', ':', '@', 'leehcrjn', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsm…']",leehcrjn,moonie,Sat Feb 20 08:07:26 +0000 2021,[],0,1,0,"['rt', 'chanofsun', 'leehcrjn', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1756,2021-03-09 10:00:34,1369226595571961861,🇵🇭,"['rt', '@', 'notwhouthinkare', ':', 'hayoung', 'the', 'psychic', 'added', 'to', 'the', 'list', '😱😱', '-naeun', 'cfs', ':', 'adidas', ',', 'calobye', ',', 'neoguri', ',', 'samantha', 'thavasa', ',', 'good', 'day', 'soju', ',', 'dr.', 'g…']",YeongwonhiApink,𝐎𝐫𝐢𝐨𝐧 🐼,Thu Nov 05 15:09:23 +0000 2020,[],0,14,1,"['rt', 'notwhouthinkare', 'hayoung', 'psychic', 'add', 'list', 'cf', 'adidas', 'calobye', 'neoguri', 'samantha', 'thavasa', 'good', 'day', 'soju']"
1757,2021-03-09 10:00:33,1369226592187084803,she/her - 14 ›,"['haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",lovesicung,uyo,Thu Jun 25 14:15:28 +0000 2020,[],0,0,0,"['haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1758,2021-03-09 10:00:31,1369226583790157831,she/her - 14 ›,"['haechan', 'with', 'adidas', 'haechan', 'always', 'wear', 'adidas', 'wherever', 'and', 'whenever💛', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', 'https', ':', '//t.co/pxj4hud4zq']",lovesicung,uyo,Thu Jun 25 14:15:28 +0000 2020,[],6,1,0,"['haechan', 'adidas', 'haechan', 'always', 'wear', 'adidas', 'wherever', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'http']"
1759,2021-03-09 10:00:28,1369226570871738369,Holyhead & Stoke,"['@', 'man_savings', 'adidas', 'valencia', 'coming', 'to', '@', 'hanonshop', 'raffle']",GGJ_Gareth,Gareth Jones,Fri Jan 28 20:04:52 +0000 2011,[],0,0,0,"['adidas', 'valencia', 'come', 'hanonshop', 'raffle']"
1761,2021-03-09 10:00:19,1369226534473461764,ceo of ternak lele,"['rt', '@', 'sunflo04', ':', '@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsm…']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,1,0,"['rt', 'chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1763,2021-03-09 10:00:18,1369226528962215942,ceo of ternak lele,"['rt', '@', 'sunflwr6_', ':', '@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'ncts…']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,1,0,"['rt', 'chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1764,2021-03-09 10:00:16,1369226523375411200,she/her | solo stan ,"['@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",spearlieessun,⁶⁶miya 🍊 kinda ia,Fri Aug 14 12:42:48 +0000 2020,[],0,1,0,"['chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1766,2021-03-09 10:00:14,1369226512549834756,markhyuck 🏳️‍🌈,"['haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream…', 'https', ':', '//t.co/okxahphdqv']",jusssemangkka,ebey loves you!😤❤️,Fri Sep 25 17:08:21 +0000 2020,"[{'url': 'https://t.co/okxaHPhdQv', 'expanded_url': 'https://twitter.com/i/web/status/1369226512549834756', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [109, 132]}]",0,0,0,"['haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown', 'http']"
1768,2021-03-09 10:00:09,1369226491783880706,she/her,"['@', 'spearlieessun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",sunflwr6_,haechan ayo update!,Wed Sep 30 09:23:41 +0000 2020,[],0,1,0,"['spearlieessun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1769,2021-03-09 10:00:06,1369226479721193472,"Shoreditch, London.","['now', 'on', 'launches', ':', 'adidas', 'valencia', '-', 'collegiate', 'navy/halo', 'blue/mystery', 'green', '.', 'draw', 'closes', '19/03', 'at', '00:00', 'gmt', '.', 'head', 'to…', 'https', ':', '//t.co/to6qhimosv']",goodhoodstore,Goodhood,Tue Jul 21 17:19:13 +0000 2009,"[{'url': 'https://t.co/tO6QHiMOsv', 'expanded_url': 'https://twitter.com/i/web/status/1369226479721193472', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",2,0,-1,"['launch', 'adidas', 'valencia', 'collegiate', 'green', 'draw', 'close', 'gmt', 'head', 'http']"
1770,2021-03-09 10:00:05,1369226476457975810,planEt eARth anTarct(H)ica,"['rt', '@', 'adidasfootball', ':', '“', 'for', 'me', 'it', '’', 's', 'coming', 'from', 'inside', ',', 'innovation', 'starts', 'from', 'within.', '”', '-', 'melanie', 'leupolz', '.', 'activate', 'your', 'ultimate', 'touch', 'with', 't…']",pengoo_kobe,🅿︎🅴🅽🅶🅾🅾 🇨🇳🐧,Wed Jan 06 12:02:12 +0000 2021,[],0,18,0,"['rt', 'adidasfootball', 'come', 'inside', 'innovation', 'start', 'melanie', 'leupolz', 'activate', 'ultimate', 'touch']"
1772,2021-03-09 10:00:03,1369226468320890886,해찬 26/9✨,"['@', '66fullchan', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127', 'haechan', 'with', 'adidas', '#', 'haechanxadidas…', 'https', ':', '//t.co/7j99357h11']",binachansy,✿bina,Tue Sep 08 13:32:52 +0000 2020,"[{'url': 'https://t.co/7j99357H11', 'expanded_url': 'https://twitter.com/i/web/status/1369226468320890886', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [106, 129]}]",0,0,0,"['adidaskorea', 'nctsmtown', 'haechan', 'adidas', 'http']"
1773,2021-03-09 09:59:58,1369226446086963203,NeoCultureTechnology♡ INFJ-A,"['haechan', 'with', 'adidas', 'haechan', 'looks', 'cool', 'when', 'wearing', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬…', 'https', ':', '//t.co/nr5i1i2b1c']",Sunflowerfullsu,•.¸⋆°𝒱𝒾𝑒𝓈 °⋆¸.•,Wed Nov 07 01:49:12 +0000 2018,"[{'url': 'https://t.co/NR5I1i2B1C', 'expanded_url': 'https://twitter.com/i/web/status/1369226446086963203', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]",2,0,1,"['haechan', 'adidas', 'haechan', 'look', 'cool', 'wear', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', 'http']"
1774,2021-03-09 09:59:56,1369226437228515333,ceo of ternak lele,"['rt', '@', '66fullchan', ':', '@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nct…']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,1,0,"['rt', 'chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1775,2021-03-09 09:59:55,1369226431847272449,she/her,"['@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",sunflwr6_,haechan ayo update!,Wed Sep 30 09:23:41 +0000 2020,[],0,1,0,"['chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1776,2021-03-09 09:59:52,1369226420342288387,she/her 03l,"['haechan', 'with', 'adidas', 'he', 'really', 'likes', 'to', 'use', 'the', 'adidas', 'brand🖤', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', 'https', ':', '//t.co/zxm15a1zz8']",veliraahyuckie,wellᵕ̈,Tue Mar 24 17:20:21 +0000 2020,[],0,0,1,"['haechan', 'adidas', 'really', 'like', 'use', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'http']"
1777,2021-03-09 09:59:49,1369226410091376643,ceo of ternak lele,"['rt', '@', 'akuanakuat', ':', '@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'ncts…']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,1,0,"['rt', 'akuanakuat', 'chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1778,2021-03-09 09:59:49,1369226407360929798,she/her•16,"['@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",66fullchan,mila’♡,Thu Jun 25 23:58:00 +0000 2020,[],0,1,0,"['chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1779,2021-03-09 09:59:45,1369226390961152004,she/her.,"['haechan', 'with', 'adidas', '🤍', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', 'https', ':', '//t.co/ougfxigvij']",fuIIsunday,nna🌻,Tue Feb 08 07:23:40 +0000 2011,[],0,0,0,"['haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'http']"
1780,2021-03-09 09:59:42,1369226377732395019,ceo of ternak lele,"['rt', '@', 'bearxsun', ':', '@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsm…']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,1,0,"['rt', 'bearxsun', 'chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1781,2021-03-09 09:59:39,1369226368861401089,ceo of ternak lele,"['rt', '@', 'chocookey', ':', '@', 'chanofsun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'ncts…']",chanofsun,bina🌻 kinda ia,Sat Nov 17 02:41:44 +0000 2018,[],0,1,0,"['rt', 'chocookey', 'chanofsun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1782,2021-03-09 09:59:39,1369226365136891904,she/her,"['@', 'spearlieessun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127']",akuanakuat,afifah✿,Wed Mar 26 01:49:54 +0000 2014,[],0,1,0,"['spearlieessun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
1783,2021-03-09 09:59:38,1369226361370333189,she/her,"['@', 'jaaslm', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'nctsmtown_127', 'haechan', 'with', 'adidas', '#', 'haechanxadidas…', 'https', ':', '//t.co/5vh1bi9ksk']",sunflwr6_,haechan ayo update!,Wed Sep 30 09:23:41 +0000 2020,"[{'url': 'https://t.co/5Vh1Bi9kSk', 'expanded_url': 'https://twitter.com/i/web/status/1369226361370333189', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [103, 126]}]",1,1,0,"['jaaslm', 'adidaskorea', 'nctsmtown', 'haechan', 'adidas', 'http']"
